"town","sale_amount","property_type","list_year"
"Norwich","196500","Single Family",2021
"Norwich","196000","Single Family",2021
"Norwich","195000","Condo",2021
"Norwich","195000","Single Family",2021
"Norwich","195000","Three Family",2021
"Norwich","194795","Commercial",2021
"Norwich","194500","Single Family",2021
"Norwich","193000","Single Family",2021
"Norwich","192500","Condo",2021
"Norwich","192500","Single Family",2021
"Norwich","192000","Single Family",2021
"Norwich","191000","Single Family",2021
"Norwich","190000","Condo",2021
"Norwich","190000","Residential",2021
"Norwich","190000","Single Family",2021
"Norwich","190000","Two Family",2021
"Norwich","189900","Single Family",2021
"Norwich","189000","Condo",2021
"Norwich","189000","Single Family",2021
"Norwich","188000","Single Family",2021
"Norwich","187500","Condo",2021
"Norwich","187500","Single Family",2021
"Norwich","187000","Single Family",2021
"Norwich","186000","Condo",2021
"Norwich","185900","Two Family",2021
"Norwich","185000","Condo",2021
"Norwich","185000","Single Family",2021
"Norwich","185000","Two Family",2021
"Norwich","184500","Single Family",2021
"Norwich","183000","Condo",2021
"Norwich","183000","Single Family",2021
"Norwich","182900","Condo",2021
"Norwich","182550","Single Family",2021
"Norwich","182500","Condo",2021
"Norwich","182000","Single Family",2021
"Norwich","181700","Single Family",2021
"Norwich","181250","Single Family",2021
"Norwich","181000","Single Family",2021
"Norwich","180700","Condo",2021
"Norwich","180251","Single Family",2021
"Norwich","180068","Two Family",2021
"Norwich","180001","Residential",2021
"Norwich","180000","Commercial",2021
"Norwich","180000","Condo",2021
"Norwich","180000","Residential",2021
"Norwich","180000","Single Family",2021
"Norwich","180000","Two Family",2021
"Norwich","179900","Condo",2021
"Norwich","179900","Single Family",2021
"Norwich","179000","Condo",2021
"Norwich","179000","Single Family",2021
"Norwich","178000","Condo",2021
"Norwich","178000","Four Family",2021
"Norwich","178000","Single Family",2021
"Norwich","177900","Single Family",2021
"Norwich","177388","Single Family",2021
"Norwich","176500","Residential",2021
"Norwich","175750","Single Family",2021
"Norwich","175000","Condo",2021
"Norwich","175000","Residential",2021
"Norwich","175000","Single Family",2021
"Norwich","175000","Three Family",2021
"Norwich","175000","Two Family",2021
"Norwich","174900","Single Family",2021
"Norwich","174300","Two Family",2021
"Norwich","174000","Condo",2021
"Norwich","174000","Single Family",2021
"Norwich","173000","Single Family",2021
"Norwich","172500","Single Family",2021
"Norwich","172000","Single Family",2021
"Norwich","171500","Condo",2021
"Norwich","171500","Single Family",2021
"Norwich","171000","Condo",2021
"Norwich","170000","Condo",2021
"Norwich","170000","Residential",2021
"Norwich","170000","Single Family",2021
"Norwich","170000","Two Family",2021
"Norwich","169900","Single Family",2021
"Norwich","169000","Condo",2021
"Norwich","169000","Single Family",2021
"Norwich","169000","Two Family",2021
"Norwich","168900","Condo",2021
"Norwich","168750","Single Family",2021
"Norwich","168200","Single Family",2021
"Norwich","168000","Apartments",2021
"Norwich","168000","Single Family",2021
"Norwich","167000","Single Family",2021
"Norwich","166600","Single Family",2021
"Norwich","166494","Single Family",2021
"Norwich","166000","Single Family",2021
"Norwich","165900","Single Family",2021
"Norwich","165750","Four Family",2021
"Norwich","165000","Commercial",2021
"Norwich","165000","Condo",2021
"Norwich","165000","Four Family",2021
"Norwich","165000","Single Family",2021
"Norwich","164900","Four Family",2021
"Norwich","164900","Single Family",2021
"Norwich","164000","Commercial",2021
"Norwich","163000","Single Family",2021
"Norwich","163000","Two Family",2021
"Norwich","162900","Single Family",2021
"Norwich","162500","Single Family",2021
"Norwich","162000","Condo",2021
"Norwich","162000","Single Family",2021
"Norwich","161100","Single Family",2021
"Norwich","161000","Commercial",2021
"Norwich","161000","Condo",2021
"Norwich","161000","Four Family",2021
"Norwich","161000","Single Family",2021
"Norwich","161000","Two Family",2021
"Norwich","160900","Single Family",2021
"Norwich","160000","Condo",2021
"Norwich","160000","Four Family",2021
"Norwich","160000","Residential",2021
"Norwich","160000","Single Family",2021
"Norwich","160000","Three Family",2021
"Norwich","160000","Two Family",2021
"Norwich","159900","Condo",2021
"Norwich","159900","Single Family",2021
"Norwich","159900","Two Family",2021
"Norwich","159600","Single Family",2021
"Norwich","159500","Single Family",2021
"Norwich","159000","Single Family",2021
"Norwich","159000","Two Family",2021
"Norwich","158900","Condo",2021
"Norwich","158165","Two Family",2021
"Norwich","158100","Four Family",2021
"Norwich","158000","Residential",2021
"Norwich","158000","Single Family",2021
"Norwich","158000","Three Family",2021
"Norwich","157000","Single Family",2021
"Norwich","156500","Condo",2021
"Norwich","156000","Condo",2021
"Norwich","156000","Single Family",2021
"Norwich","155500","Single Family",2021
"Norwich","155200","Single Family",2021
"Norwich","155000","Condo",2021
"Norwich","155000","Residential",2021
"Norwich","155000","Single Family",2021
"Norwich","154900","Single Family",2021
"Norwich","154600","Single Family",2021
"Norwich","154500","Single Family",2021
"Norwich","154000","Condo",2021
"Norwich","154000","Single Family",2021
"Norwich","153900","Two Family",2021
"Norwich","153800","Single Family",2021
"Norwich","153500","Three Family",2021
"Norwich","152800","Single Family",2021
"Norwich","152500","Condo",2021
"Norwich","152500","Single Family",2021
"Norwich","152000","Condo",2021
"Norwich","152000","Single Family",2021
"Norwich","152000","Two Family",2021
"Norwich","151000","Condo",2021
"Norwich","151000","Residential",2021
"Norwich","151000","Single Family",2021
"Norwich","150925","Single Family",2021
"Norwich","150500","Condo",2021
"Norwich","150400","Two Family",2021
"Norwich","150000","Condo",2021
"Norwich","150000","Residential",2021
"Norwich","150000","Single Family",2021
"Norwich","150000","Two Family",2021
"Norwich","149900","Condo",2021
"Norwich","149900","Single Family",2021
"Norwich","149500","Single Family",2021
"Norwich","149000","Residential",2021
"Norwich","149000","Single Family",2021
"Norwich","148600","Single Family",2021
"Norwich","148000","Condo",2021
"Norwich","148000","Single Family",2021
"Norwich","147900","Single Family",2021
"Norwich","147500","Residential",2021
"Norwich","147500","Single Family",2021
"Norwich","147000","Condo",2021
"Norwich","147000","Single Family",2021
"Norwich","147000","Two Family",2021
"Norwich","146500","Single Family",2021
"Norwich","146000","Condo",2021
"Norwich","146000","Single Family",2021
"Norwich","146000","Two Family",2021
"Norwich","145900","Residential",2021
"Norwich","145700","Single Family",2021
"Norwich","145600","Single Family",2021
"Norwich","145056","Single Family",2021
"Norwich","145000","Condo",2021
"Norwich","145000","Four Family",2021
"Norwich","145000","Residential",2021
"Norwich","145000","Single Family",2021
"Norwich","145000","Three Family",2021
"Norwich","145000","Two Family",2021
"Norwich","144900","Condo",2021
"Norwich","144900","Single Family",2021
"Norwich","144900","Two Family",2021
"Norwich","144500","Single Family",2021
"Norwich","144375","Single Family",2021
"Norwich","144001","Condo",2021
"Norwich","144000","Single Family",2021
"Norwich","143500","Three Family",2021
"Norwich","143300","Single Family",2021
"Norwich","143071","Single Family",2021
"Norwich","143033","Single Family",2021
"Norwich","143000","Single Family",2021
"Norwich","142900","Single Family",2021
"Norwich","142500","Residential",2021
"Norwich","142500","Single Family",2021
"Norwich","142500","Two Family",2021
"Norwich","142000","Condo",2021
"Norwich","142000","Single Family",2021
"Norwich","141000","Single Family",2021
"Norwich","141000","Two Family",2021
