"town","sale_amount","property_type","list_year"
"Branford","350000","Single Family",2020
"Branford","350000","Three Family",2020
"Branford","348000","Single Family",2020
"Branford","347500","Condo",2020
"Branford","347000","Single Family",2020
"Branford","346371","Single Family",2020
"Branford","340000","Condo",2020
"Branford","340000","Single Family",2020
"Branford","339500","Single Family",2020
"Branford","338900","Single Family",2020
"Branford","337500","Single Family",2020
"Branford","337000","Single Family",2020
"Branford","335000","Single Family",2020
"Branford","333800","Single Family",2020
"Branford","333333","Single Family",2020
"Branford","332500","Single Family",2020
"Branford","332000","Single Family",2020
"Branford","332000","Two Family",2020
"Branford","331000","Residential",2020
"Branford","330935","Single Family",2020
"Branford","330600","Single Family",2020
"Branford","330000","Condo",2020
"Branford","330000","Residential",2020
"Branford","330000","Single Family",2020
"Branford","328000","Single Family",2020
"Branford","325000","Commercial",2020
"Branford","325000","Condo",2020
"Branford","325000","Single Family",2020
"Branford","324300","Residential",2020
"Branford","323000","Condo",2020
"Branford","322000","Single Family",2020
"Branford","321500","Single Family",2020
"Branford","320750","Single Family",2020
"Branford","320000","Condo",2020
"Branford","320000","Single Family",2020
"Branford","319000","Single Family",2020
"Branford","318750","Single Family",2020
"Branford","317500","Two Family",2020
"Branford","317000","Single Family",2020
"Branford","316500","Single Family",2020
"Branford","315000","Condo",2020
"Branford","315000","Single Family",2020
"Branford","314500","Single Family",2020
"Branford","312900","Single Family",2020
"Branford","312000","Single Family",2020
"Branford","311500","Condo",2020
"Branford","310000","Residential",2020
"Branford","310000","Single Family",2020
"Branford","309885","Single Family",2020
"Branford","308000","Single Family",2020
"Branford","307500","Single Family",2020
"Branford","306500","Condo",2020
"Branford","305000","Condo",2020
"Branford","305000","Single Family",2020
"Branford","305000","Two Family",2020
"Branford","303502","Single Family",2020
"Branford","303000","Single Family",2020
"Branford","302500","Single Family",2020
"Branford","300000","Condo",2020
"Branford","300000","Four Family",2020
"Branford","300000","Residential",2020
"Branford","300000","Single Family",2020
"Branford","300000","Three Family",2020
"Branford","300000","Two Family",2020
"Branford","299900","Condo",2020
"Branford","299250","Single Family",2020
"Branford","299000","Condo",2020
"Branford","298000","Single Family",2020
"Branford","297062","Single Family",2020
"Branford","295000","Condo",2020
"Branford","295000","Residential",2020
"Branford","295000","Single Family",2020
"Branford","293500","Single Family",2020
"Branford","293320","Single Family",2020
"Branford","293000","Single Family",2020
"Branford","292500","Residential",2020
"Branford","292500","Single Family",2020
"Branford","290500","Single Family",2020
"Branford","290000","Condo",2020
"Branford","290000","Single Family",2020
"Branford","287500","Single Family",2020
"Branford","287000","Single Family",2020
"Branford","286500","Single Family",2020
"Branford","286000","Single Family",2020
"Branford","285793","Single Family",2020
"Branford","285500","Single Family",2020
"Branford","285000","Single Family",2020
"Branford","284000","Single Family",2020
"Branford","282500","Condo",2020
"Branford","282000","Single Family",2020
"Branford","281500","Single Family",2020
"Branford","281000","Single Family",2020
"Branford","280000","Residential",2020
"Branford","280000","Single Family",2020
"Branford","280000","Two Family",2020
"Branford","279000","Condo",2020
"Branford","275210","Single Family",2020
"Branford","275000","Condo",2020
"Branford","275000","Residential",2020
"Branford","275000","Single Family",2020
"Branford","275000","Two Family",2020
"Branford","274000","Three Family",2020
"Branford","273000","Single Family",2020
"Branford","272500","Condo",2020
"Branford","272000","Residential",2020
"Branford","271000","Single Family",2020
"Branford","270930","Two Family",2020
"Branford","270100","Single Family",2020
"Branford","270000","Condo",2020
"Branford","270000","Residential",2020
"Branford","270000","Single Family",2020
"Branford","270000","Two Family",2020
"Branford","268000","Single Family",2020
"Branford","268000","Two Family",2020
"Branford","267900","Single Family",2020
"Branford","267819","Single Family",2020
"Branford","267500","Condo",2020
"Branford","267500","Single Family",2020
"Branford","267500","Two Family",2020
"Branford","267000","Single Family",2020
"Branford","266000","Single Family",2020
"Branford","265500","Condo",2020
"Branford","265000","Condo",2020
"Branford","265000","Residential",2020
"Branford","265000","Single Family",2020
"Branford","265000","Two Family",2020
"Branford","264531","Condo",2020
"Branford","264300","Residential",2020
"Branford","264000","Condo",2020
"Branford","264000","Single Family",2020
"Branford","263000","Single Family",2020
"Branford","263000","Two Family",2020
"Branford","262500","Single Family",2020
"Branford","262000","Single Family",2020
"Branford","261000","Condo",2020
"Branford","260000","Condo",2020
"Branford","260000","Single Family",2020
"Branford","257500","Single Family",2020
"Branford","257250","Single Family",2020
"Branford","257000","Residential",2020
"Branford","256630","Two Family",2020
"Branford","256300","Residential",2020
"Branford","256000","Single Family",2020
"Branford","255900","Single Family",2020
"Branford","255000","Condo",2020
"Branford","255000","Single Family",2020
"Branford","254000","Single Family",2020
"Branford","253000","Single Family",2020
"Branford","252500","Condo",2020
"Branford","252000","Single Family",2020
"Branford","251000","Single Family",2020
"Branford","250090","Two Family",2020
"Branford","250000","Commercial",2020
"Branford","250000","Condo",2020
"Branford","250000","Residential",2020
"Branford","250000","Single Family",2020
"Branford","250000","Two Family",2020
"Branford","249000","Condo",2020
"Branford","249000","Single Family",2020
"Branford","248250","Single Family",2020
"Branford","248000","Single Family",2020
"Branford","247500","Single Family",2020
"Branford","247300","Single Family",2020
"Branford","247000","Single Family",2020
"Branford","246500","Single Family",2020
"Branford","246000","Condo",2020
"Branford","246000","Single Family",2020
"Branford","245000","Commercial",2020
"Branford","245000","Condo",2020
"Branford","245000","Single Family",2020
"Branford","244500","Single Family",2020
"Branford","244000","Single Family",2020
"Branford","243000","Single Family",2020
"Branford","242000","Single Family",2020
"Branford","241413","Single Family",2020
"Branford","241319","Single Family",2020
"Branford","241000","Single Family",2020
"Branford","240500","Single Family",2020
"Branford","240246","Condo",2020
"Branford","240000","Condo",2020
"Branford","240000","Single Family",2020
"Branford","239000","Single Family",2020
"Branford","238750","Single Family",2020
"Branford","238000","Single Family",2020
"Branford","237500","Single Family",2020
"Branford","236000","Single Family",2020
"Branford","235150","Single Family",2020
"Branford","235000","Commercial",2020
"Branford","235000","Residential",2020
"Branford","235000","Single Family",2020
"Branford","234200","Single Family",2020
"Branford","234000","Condo",2020
"Branford","234000","Single Family",2020
"Branford","234000","Two Family",2020
"Branford","233994","Residential",2020
"Branford","233000","Single Family",2020
"Branford","232500","Condo",2020
"Branford","232000","Condo",2020
"Branford","232000","Single Family",2020
"Branford","231500","Single Family",2020
"Branford","231250","Two Family",2020
"Branford","230000","Condo",2020
"Branford","230000","Single Family",2020
"Branford","229900","Single Family",2020
"Branford","229500","Condo",2020
"Branford","229200","Single Family",2020
"Branford","229000","Condo",2020
"Branford","229000","Single Family",2020
"Branford","228000","Single Family",2020
"Branford","227816","Single Family",2020
"Branford","227500","Condo",2020
"Branford","227500","Single Family",2020
"Branford","227500","Two Family",2020
"Branford","227000","Condo",2020
"Branford","226009","Condo",2020
"Branford","226000","Condo",2020
"Branford","226000","Single Family",2020
"Branford","226000","Two Family",2020
"Branford","225900","Single Family",2020
"Branford","225000","Condo",2020
"Branford","225000","Single Family",2020
"Branford","225000","Two Family",2020
"Branford","224900","Single Family",2020
"Branford","224500","Condo",2020
"Branford","224500","Two Family",2020
"Branford","223600","Single Family",2020
"Branford","223500","Condo",2020
"Branford","223000","Residential",2020
"Branford","222750","Condo",2020
"Branford","222613","Condo",2020
"Branford","222500","Condo",2020
"Branford","222500","Single Family",2020
"Branford","222000","Single Family",2020
"Branford","221520","Residential",2020
"Branford","221520","Single Family",2020
"Branford","221000","Single Family",2020
"Branford","220688","Single Family",2020
"Branford","220000","Condo",2020
"Branford","220000","Residential",2020
"Branford","220000","Single Family",2020
"Branford","219900","Condo",2020
"Branford","219000","Single Family",2020
"Branford","218600","Single Family",2020
"Branford","218000","Single Family",2020
"Branford","217500","Single Family",2020
"Branford","217335","Single Family",2020
"Branford","217200","Single Family",2020
"Branford","217000","Single Family",2020
"Branford","216800","Condo",2020
"Branford","216800","Single Family",2020
"Branford","216000","Single Family",2020
"Branford","215000","Condo",2020
"Branford","215000","Single Family",2020
"Branford","214000","Condo",2020
"Branford","214000","Single Family",2020
"Branford","213000","Single Family",2020
"Branford","212500","Single Family",2020
"Branford","212000","Single Family",2020
"Branford","211500","Residential",2020
"Branford","210000","Condo",2020
"Branford","210000","Single Family",2020
"Branford","210000","Two Family",2020
"Branford","208500","Single Family",2020
"Branford","208000","Residential",2020
"Branford","208000","Single Family",2020
"Branford","207594","Single Family",2020
"Branford","207000","Condo",2020
"Branford","207000","Residential",2020
"Branford","207000","Single Family",2020
"Branford","206500","Single Family",2020
"Branford","206000","Single Family",2020
"Branford","205000","Condo",2020
"Branford","205000","Residential",2020
"Branford","205000","Single Family",2020
"Branford","205000","Two Family",2020
"Branford","204900","Single Family",2020
"Branford","204000","Condo",2020
"Branford","201000","Residential",2020
"Branford","201000","Single Family",2020
"Branford","200560","Single Family",2020
"Branford","200493","Single Family",2020
"Branford","200488","Single Family",2020
"Branford","200000","Condo",2020
"Branford","200000","Residential",2020
"Branford","200000","Single Family",2020
"Branford","200000","Two Family",2020
"Branford","199000","Condo",2020
"Branford","199000","Single Family",2020
"Branford","198000","Condo",2020
"Branford","197500","Residential",2020
"Branford","197500","Single Family",2020
"Branford","197000","Single Family",2020
"Branford","196000","Condo",2020
"Branford","196000","Single Family",2020
"Branford","195300","Two Family",2020
"Branford","195000","Condo",2020
"Branford","195000","Single Family",2020
"Branford","194900","Single Family",2020
"Branford","193101","Single Family",2020
"Branford","193000","Residential",2020
"Branford","193000","Single Family",2020
"Branford","192500","Single Family",2020
"Branford","192000","Single Family",2020
"Branford","192000","Two Family",2020
"Branford","191500","Single Family",2020
"Branford","190251","Single Family",2020
"Branford","190025","Single Family",2020
"Branford","190000","Condo",2020
"Branford","190000","Residential",2020
"Branford","190000","Single Family",2020
"Branford","189150","Single Family",2020
"Branford","189000","Condo",2020
"Branford","189000","Single Family",2020
"Branford","188000","Condo",2020
"Branford","188000","Residential",2020
"Branford","187500","Condo",2020
"Branford","187000","Condo",2020
"Branford","187000","Single Family",2020
"Branford","187000","Two Family",2020
"Branford","186918","Residential",2020
"Branford","186600","Single Family",2020
"Branford","186500","Condo",2020
"Branford","186500","Single Family",2020
"Branford","186000","Condo",2020
"Branford","186000","Single Family",2020
"Branford","185000","Condo",2020
"Branford","185000","Residential",2020
"Branford","185000","Single Family",2020
"Branford","185000","Two Family",2020
"Branford","184900","Single Family",2020
"Branford","184000","Condo",2020
"Branford","183500","Condo",2020
"Branford","182500","Condo",2020
"Branford","182399","Two Family",2020
"Branford","182000","Condo",2020
"Branford","182000","Single Family",2020
"Branford","181500","Single Family",2020
"Branford","181360","Single Family",2020
"Branford","181000","Condo",2020
"Branford","181000","Single Family",2020
"Branford","180400","Single Family",2020
"Branford","180300","Condo",2020
"Branford","180000","Condo",2020
"Branford","180000","Residential",2020
"Branford","180000","Single Family",2020
"Branford","180000","Two Family",2020
"Branford","179000","Condo",2020
"Branford","178679","Condo",2020
"Branford","178500","Condo",2020
"Branford","178000","Condo",2020
"Branford","177500","Condo",2020
"Branford","177000","Condo",2020
"Branford","177000","Single Family",2020
"Branford","177000","Two Family",2020
"Branford","176641","Residential",2020
"Branford","176500","Single Family",2020
"Branford","176300","Two Family",2020
"Branford","176000","Single Family",2020
"Branford","175750","Single Family",2020
"Branford","175000","Condo",2020
"Branford","175000","Single Family",2020
"Branford","175000","Two Family",2020
"Branford","174950","Condo",2020
"Branford","174900","Condo",2020
"Branford","174000","Condo",2020
"Branford","174000","Single Family",2020
"Branford","173500","Condo",2020
"Branford","173300","Single Family",2020
"Branford","173000","Condo",2020
"Branford","173000","Single Family",2020
"Branford","172900","Condo",2020
"Branford","172500","Residential",2020
"Branford","172500","Single Family",2020
"Branford","171000","Condo",2020
"Branford","170500","Condo",2020
"Branford","170000","Condo",2020
"Branford","170000","Single Family",2020
"Branford","170000","Two Family",2020
"Branford","169500","Single Family",2020
"Branford","169482","Single Family",2020
"Branford","169103","Single Family",2020
"Branford","168500","Condo",2020
"Branford","168000","Condo",2020
"Branford","168000","Single Family",2020
"Branford","167750","Condo",2020
"Branford","167500","Condo",2020
"Branford","167500","Single Family",2020
"Branford","166666","Single Family",2020
"Branford","166500","Condo",2020
"Branford","166000","Condo",2020
"Branford","165000","Condo",2020
"Branford","165000","Single Family",2020
"Branford","164520","Single Family",2020
"Branford","164400","Single Family",2020
"Branford","164000","Condo",2020
"Branford","163496","Condo",2020
"Branford","163000","Condo",2020
"Branford","163000","Single Family",2020
"Branford","162500","Condo",2020
"Branford","162126","Condo",2020
"Branford","162000","Condo",2020
"Branford","161500","Condo",2020
"Branford","161000","Condo",2020
"Branford","161000","Single Family",2020
"Branford","160000","Condo",2020
"Branford","160000","Residential",2020
"Branford","160000","Single Family",2020
"Branford","159900","Single Family",2020
"Branford","159500","Condo",2020
"Branford","159000","Condo",2020
"Branford","158300","Two Family",2020
"Branford","158000","Condo",2020
"Branford","158000","Single Family",2020
"Branford","157500","Condo",2020
"Branford","157500","Single Family",2020
"Branford","157000","Condo",2020
"Branford","156250","Condo",2020
"Branford","156000","Condo",2020
"Branford","156000","Single Family",2020
"Branford","155000","Condo",2020
"Branford","155000","Residential",2020
"Branford","155000","Single Family",2020
"Branford","154900","Condo",2020
"Branford","154500","Condo",2020
"Branford","154000","Condo",2020
"Branford","153700","Single Family",2020
"Branford","152500","Condo",2020
"Branford","152000","Condo",2020
"Branford","152000","Single Family",2020
"Branford","151500","Condo",2020
"Branford","150500","Single Family",2020
"Branford","150000","Commercial",2020
"Branford","150000","Condo",2020
"Branford","150000","Residential",2020
"Branford","150000","Single Family",2020
"Branford","150000","Two Family",2020
"Branford","149900","Condo",2020
"Branford","149000","Condo",2020
"Branford","149000","Single Family",2020
"Branford","148500","Condo",2020
"Branford","148500","Single Family",2020
"Branford","148000","Condo",2020
"Branford","148000","Single Family",2020
"Branford","147500","Single Family",2020
"Branford","147000","Condo",2020
"Branford","147000","Single Family",2020
"Branford","146370","Condo",2020
"Branford","146000","Condo",2020
"Branford","146000","Residential",2020
"Branford","145450","Condo",2020
"Branford","145000","Condo",2020
"Branford","145000","Residential",2020
"Branford","145000","Single Family",2020
"Branford","144900","Condo",2020
"Branford","144300","Condo",2020
"Branford","144300","Single Family",2020
"Branford","144000","Condo",2020
"Branford","143800","Condo",2020
"Branford","143750","Single Family",2020
"Branford","143500","Condo",2020
"Branford","143333","Condo",2020
"Branford","143000","Condo",2020
"Branford","142500","Condo",2020
"Branford","142500","Residential",2020
"Branford","142500","Single Family",2020
"Branford","142400","Condo",2020
"Branford","142000","Condo",2020
"Branford","141500","Condo",2020
"Branford","141000","Condo",2020
"Branford","140250","Residential",2020
"Branford","140000","Condo",2020
"Branford","140000","Single Family",2020
"Branford","140000","Two Family",2020
"Branford","139900","Condo",2020
"Branford","139500","Condo",2020
"Branford","139500","Residential",2020
"Branford","139000","Condo",2020
"Branford","138000","Condo",2020
"Branford","138000","Two Family",2020
"Branford","137500","Condo",2020
"Branford","137029","Condo",2020
"Branford","137025","Single Family",2020
"Branford","137000","Condo",2020
"Branford","136500","Single Family",2020
"Branford","136100","Condo",2020
"Branford","136000","Single Family",2020
"Branford","135037","Single Family",2020
"Branford","135000","Condo",2020
"Branford","135000","Residential",2020
"Branford","135000","Single Family",2020
"Branford","134900","Condo",2020
"Branford","134900","Single Family",2020
"Branford","134500","Single Family",2020
"Branford","134000","Condo",2020
"Branford","133900","Condo",2020
"Branford","133350","Single Family",2020
"Branford","133000","Condo",2020
"Branford","132083","Residential",2020
"Branford","132000","Condo",2020
"Branford","132000","Single Family",2020
"Branford","131666","Residential",2020
"Branford","131500","Condo",2020
"Branford","131500","Single Family",2020
"Branford","131375","Single Family",2020
"Branford","131250","Single Family",2020
"Branford","131000","Condo",2020
"Branford","131000","Single Family",2020
"Branford","130900","Single Family",2020
"Branford","130000","Condo",2020
"Branford","130000","Residential",2020
"Branford","130000","Single Family",2020
"Branford","129900","Condo",2020
"Branford","129500","Condo",2020
"Branford","129000","Condo",2020
"Branford","128681","Condo",2020
"Branford","128500","Condo",2020
"Branford","128375","Single Family",2020
"Branford","128000","Condo",2020
"Branford","128000","Single Family",2020
"Branford","127500","Condo",2020
"Branford","127500","Single Family",2020
"Branford","127140","Condo",2020
"Branford","127000","Condo",2020
"Branford","127000","Single Family",2020
"Branford","126446","Condo",2020
"Branford","126422","Four Family",2020
"Branford","126000","Condo",2020
"Branford","126000","Single Family",2020
"Branford","125500","Condo",2020
"Branford","125300","Condo",2020
"Branford","125000","Condo",2020
"Branford","125000","Four Family",2020
"Branford","125000","Residential",2020
"Branford","125000","Single Family",2020
"Branford","125000","Two Family",2020
"Branford","124900","Condo",2020
"Branford","124500","Condo",2020
"Branford","124000","Condo",2020
"Branford","123800","Condo",2020
"Branford","123600","Single Family",2020
"Branford","123500","Condo",2020
"Branford","123000","Condo",2020
"Branford","123000","Single Family",2020
"Branford","122900","Condo",2020
"Branford","122799","Single Family",2020
"Branford","122500","Condo",2020
"Branford","122500","Single Family",2020
"Branford","122244","Condo",2020
"Branford","122000","Condo",2020
"Branford","121519","Condo",2020
"Branford","121000","Condo",2020
"Branford","120900","Condo",2020
"Branford","120591","Single Family",2020
"Branford","120500","Condo",2020
"Branford","120000","Condo",2020
"Branford","120000","Residential",2020
"Branford","120000","Single Family",2020
"Branford","119900","Condo",2020
"Branford","119750","Condo",2020
"Branford","119541","Single Family",2020
"Branford","119459","Condo",2020
"Branford","119000","Condo",2020
"Branford","118888","Vacant Land",2020
"Branford","118500","Condo",2020
"Branford","118000","Condo",2020
"Branford","117500","Condo",2020
"Branford","117000","Condo",2020
"Branford","117000","Residential",2020
"Branford","117000","Single Family",2020
"Branford","116971","Single Family",2020
"Branford","116600","Condo",2020
"Branford","116489","Condo",2020
"Branford","115857","Single Family",2020
"Branford","115499","Condo",2020
"Branford","115000","Condo",2020
"Branford","115000","Single Family",2020
"Branford","115000","Two Family",2020
"Branford","114000","Condo",2020
"Branford","114000","Single Family",2020
"Branford","113300","Condo",2020
"Branford","113001","Condo",2020
"Branford","113000","Condo",2020
"Branford","112500","Condo",2020
"Branford","112000","Condo",2020
"Branford","112000","Single Family",2020
"Branford","111100","Condo",2020
"Branford","111072","Condo",2020
"Branford","111000","Condo",2020
"Branford","111000","Single Family",2020
"Branford","110000","Condo",2020
"Branford","110000","Residential",2020
"Branford","110000","Single Family",2020
"Branford","109900","Condo",2020
"Branford","109500","Condo",2020
"Branford","109126","Condo",2020
"Branford","109000","Condo",2020
"Branford","108700","Condo",2020
"Branford","108000","Condo",2020
"Branford","108000","Residential",2020
"Branford","107500","Single Family",2020
"Branford","107000","Condo",2020
"Branford","107000","Residential",2020
"Branford","106200","Condo",2020
"Branford","106000","Condo",2020
"Branford","106000","Single Family",2020
"Branford","105699","Condo",2020
"Branford","105500","Residential",2020
"Branford","105000","Condo",2020
"Branford","105000","Single Family",2020
"Branford","104500","Condo",2020
"Branford","103800","Condo",2020
"Branford","103099","Condo",2020
"Branford","103000","Condo",2020
"Branford","103000","Single Family",2020
"Branford","102500","Residential",2020
"Branford","102300","Condo",2020
"Branford","102000","Condo",2020
"Branford","102000","Single Family",2020
"Branford","101808","Condo",2020
"Branford","101666","Residential",2020
"Branford","101401","Condo",2020
"Branford","101299","Condo",2020
"Branford","101100","Condo",2020
"Branford","101100","Single Family",2020
"Branford","101000","Condo",2020
"Branford","100000","Condo",2020
"Branford","100000","Residential",2020
"Branford","100000","Single Family",2020
"Branford","100000","Two Family",2020
"Branford","100000","Vacant Land",2020
"Branford","99900","Two Family",2020
"Branford","99470","Condo",2020
"Branford","99000","Condo",2020
"Branford","98865","Condo",2020
"Branford","98800","Condo",2020
"Branford","98000","Condo",2020
"Branford","97500","Condo",2020
"Branford","97500","Single Family",2020
"Branford","97090","Residential",2020
"Branford","97000","Condo",2020
"Branford","96000","Condo",2020
"Branford","95584","Condo",2020
"Branford","95500","Condo",2020
"Branford","95113","Condo",2020
"Branford","95000","Condo",2020
"Branford","95000","Single Family",2020
"Branford","94500","Single Family",2020
"Branford","94000","Condo",2020
"Branford","93750","Single Family",2020
"Branford","93290","Residential",2020
"Branford","93250","Condo",2020
"Branford","93000","Condo",2020
"Branford","93000","Single Family",2020
"Branford","92500","Condo",2020
"Branford","92000","Condo",2020
"Branford","91000","Condo",2020
"Branford","90000","Condo",2020
"Branford","90000","Residential",2020
"Branford","90000","Single Family",2020
"Branford","89900","Condo",2020
"Branford","89701","Condo",2020
"Branford","89000","Condo",2020
"Branford","88500","Condo",2020
"Branford","88200","Condo",2020
"Branford","88000","Condo",2020
"Branford","88000","Single Family",2020
"Branford","87928","Condo",2020
"Branford","87500","Condo",2020
"Branford","87447","Condo",2020
"Branford","87437","Condo",2020
"Branford","87000","Condo",2020
"Branford","87000","Single Family",2020
"Branford","86000","Condo",2020
"Branford","85500","Condo",2020
"Branford","85050","Condo",2020
"Branford","85000","Condo",2020
"Branford","85000","Residential",2020
"Branford","85000","Single Family",2020
"Branford","85000","Vacant Land",2020
"Branford","84500","Condo",2020
"Branford","84100","Condo",2020
"Branford","84000","Condo",2020
"Branford","83400","Condo",2020
"Branford","83000","Condo",2020
"Branford","83000","Single Family",2020
"Branford","82500","Condo",2020
"Branford","82500","Single Family",2020
"Branford","82333","Single Family",2020
"Branford","82301","Condo",2020
"Branford","81500","Condo",2020
"Branford","80580","Condo",2020
"Branford","80500","Condo",2020
"Branford","80000","Condo",2020
"Branford","80000","Residential",2020
"Branford","80000","Single Family",2020
"Branford","80000","Vacant Land",2020
"Branford","79000","Condo",2020
"Branford","78000","Condo",2020
"Branford","78000","Single Family",2020
"Branford","77000","Condo",2020
"Branford","76890","Condo",2020
"Branford","76500","Condo",2020
"Branford","76000","Condo",2020
"Branford","75500","Condo",2020
"Branford","75000","Condo",2020
"Branford","75000","Residential",2020
"Branford","75000","Single Family",2020
"Branford","75000","Three Family",2020
"Branford","75000","Vacant Land",2020
"Branford","74000","Condo",2020
"Branford","73000","Condo",2020
"Branford","72500","Condo",2020
"Branford","72000","Condo",2020
"Branford","72000","Single Family",2020
"Branford","71666","Condo",2020
"Branford","71666","Residential",2020
"Branford","71400","Condo",2020
"Branford","71000","Condo",2020
"Branford","70500","Condo",2020
"Branford","70000","Condo",2020
"Branford","70000","Residential",2020
"Branford","70000","Single Family",2020
"Branford","69500","Condo",2020
"Branford","69500","Single Family",2020
"Branford","68001","Condo",2020
"Branford","68000","Condo",2020
"Branford","67500","Condo",2020
"Branford","67500","Vacant Land",2020
"Branford","67350","Vacant Land",2020
"Branford","67100","Condo",2020
"Branford","66000","Condo",2020
"Branford","65800","Condo",2020
"Branford","65500","Vacant Land",2020
"Branford","65251","Condo",2020
"Branford","65000","Condo",2020
"Branford","65000","Single Family",2020
"Branford","64900","Condo",2020
"Branford","64500","Condo",2020
"Branford","64000","Condo",2020
"Branford","63950","Condo",2020
"Branford","63000","Condo",2020
"Branford","62000","Condo",2020
"Branford","61500","Condo",2020
"Branford","61000","Condo",2020
"Branford","61000","Single Family",2020
"Branford","60909","Condo",2020
"Branford","60000","Condo",2020
"Branford","60000","Residential",2020
"Branford","60000","Single Family",2020
"Branford","60000","Two Family",2020
"Branford","59500","Condo",2020
"Branford","59000","Condo",2020
"Branford","58000","Condo",2020
"Branford","58000","Two Family",2020
"Branford","56000","Condo",2020
"Branford","55600","Condo",2020
"Branford","55500","Condo",2020
"Branford","55000","Condo",2020
"Branford","54265","Condo",2020
"Branford","53000","Condo",2020
"Branford","52794","Condo",2020
"Branford","52500","Condo",2020
"Branford","52000","Condo",2020
"Branford","52000","Residential",2020
"Branford","51000","Condo",2020
"Branford","50000","Condo",2020
"Branford","50000","Single Family",2020
"Branford","50000","Two Family",2020
"Branford","50000","Vacant Land",2020
"Branford","49500","Condo",2020
"Branford","49000","Residential",2020
"Branford","40000","Single Family",2020
"Branford","40000","Vacant Land",2020
"Branford","38000","Single Family",2020
"Branford","35500","Single Family",2020
"Branford","35000","Single Family",2020
"Branford","33333","Condo",2020
"Branford","32000","Single Family",2020
"Branford","30000","Commercial",2020
"Branford","30000","Condo",2020
"Branford","30000","Single Family",2020
"Branford","28000","Single Family",2020
"Branford","26000","Residential",2020
"Branford","26000","Single Family",2020
"Branford","25050","Single Family",2020
"Branford","25000","Condo",2020
"Branford","25000","Single Family",2020
"Branford","24000","Single Family",2020
"Branford","23500","Single Family",2020
"Branford","21000","Single Family",2020
"Branford","20000","Residential",2020
"Branford","20000","Single Family",2020
"Branford","18000","Condo",2020
"Branford","18000","Single Family",2020
"Branford","17500","Single Family",2020
"Branford","17000","Single Family",2020
"Branford","15500","Single Family",2020
"Branford","15200","Single Family",2020
"Branford","15000","Residential",2020
"Branford","15000","Single Family",2020
"Branford","14000","Single Family",2020
"Branford","13000","Single Family",2020
"Branford","12000","Single Family",2020
"Branford","11800","Single Family",2020
"Branford","11000","Single Family",2020
"Branford","10000","Single Family",2020
"Branford","9999","Single Family",2020
"Branford","9500","Single Family",2020
"Branford","9000","Single Family",2020
"Branford","8500","Residential",2020
"Branford","8500","Single Family",2020
"Branford","8000","Single Family",2020
"Branford","7900","Single Family",2020
"Branford","7200","Residential",2020
"Branford","7000","Single Family",2020
"Branford","6000","Single Family",2020
"Branford","5000","Single Family",2020
"Branford","4500","Condo",2020
"Branford","4000","Residential",2020
"Branford","4000","Single Family",2020
"Branford","3000","Single Family",2020
"Middletown","3100000","Commercial",2020
"Middletown","2226938","Commercial",2020
"Middletown","1353860","Apartments",2020
"Middletown","1110000","Industrial",2020
"Middletown","700000","Residential",2020
"Middletown","600000","Commercial",2020
"Middletown","600000","Single Family",2020
"Middletown","599900","Single Family",2020
"Middletown","550000","Commercial",2020
"Middletown","515000","Single Family",2020
"Middletown","500000","Single Family",2020
"Middletown","478000","Single Family",2020
"Middletown","475000","Commercial",2020
"Middletown","470000","Single Family",2020
"Middletown","465000","Single Family",2020
"Middletown","463000","Single Family",2020
"Middletown","460000","Single Family",2020
"Middletown","450000","Commercial",2020
"Middletown","450000","Single Family",2020
"Middletown","445000","Single Family",2020
"Middletown","442500","Single Family",2020
"Middletown","440000","Single Family",2020
"Middletown","437500","Single Family",2020
"Middletown","432000","Single Family",2020
"Middletown","430000","Single Family",2020
"Middletown","425000","Single Family",2020
"Middletown","419500","Single Family",2020
"Middletown","419000","Single Family",2020
"Middletown","415000","Single Family",2020
"Middletown","414500","Single Family",2020
"Middletown","412000","Single Family",2020
"Middletown","410000","Single Family",2020
"Middletown","407000","Single Family",2020
"Middletown","405000","Single Family",2020
"Middletown","400000","Single Family",2020
"Middletown","399900","Single Family",2020
"Middletown","397000","Single Family",2020
"Middletown","396000","Single Family",2020
"Middletown","393800","Single Family",2020
"Middletown","391000","Single Family",2020
"Middletown","390000","Single Family",2020
"Middletown","385000","Condo",2020
"Middletown","385000","Single Family",2020
"Middletown","382000","Single Family",2020
"Middletown","380300","Residential",2020
"Middletown","380000","Single Family",2020
"Middletown","377707","Single Family",2020
"Middletown","375000","Single Family",2020
"Middletown","371500","Single Family",2020
"Middletown","371000","Single Family",2020
"Middletown","370000","Single Family",2020
"Middletown","367500","Single Family",2020
"Middletown","365850","Condo",2020
"Middletown","365000","Single Family",2020
"Middletown","362500","Single Family",2020
"Middletown","360000","Single Family",2020
"Middletown","358000","Single Family",2020
"Middletown","357750","Condo",2020
"Middletown","355000","Single Family",2020
"Middletown","351000","Single Family",2020
"Middletown","350000","Single Family",2020
"Middletown","349900","Single Family",2020
"Middletown","348000","Single Family",2020
"Middletown","347500","Single Family",2020
"Middletown","346000","Single Family",2020
"Middletown","345000","Single Family",2020
"Middletown","342000","Single Family",2020
"Middletown","341500","Single Family",2020
"Middletown","340000","Single Family",2020
"Middletown","339900","Single Family",2020
"Middletown","335000","Single Family",2020
"Middletown","334875","Single Family",2020
"Middletown","334000","Single Family",2020
